"id","Completed","Last page seen","Start language","0001","0002","0003","0004","0005 [S05A1]","0005 [S05A2]","0005 [S05A3]","0005 [S05A4]","0005 [other]","0006","0007","0008","0009 [SQ1]","0009 [SQ2]","0009 [SQ3]","0009 [SQ4]","0009 [Ax]","0009 [other]","0010","0011 [SQ001]","0011 [SQ002]","0011 [SQ003]","0011 [SQ004]","0012","0013","0014 [SQ001]","0014 [SQ002]","0014 [SQ003]","0014 [SQ004]","0014 [SQ005]","0015","0016 [SQ001]","0016 [SQ002]","0016 [SQ003]","0016 [SQ004]","0016 [SQ005]","0016 [SQ006]","0017","0018","0019 [SQ001]","0019 [SQ002]","0019 [SQ003]","0020","0021 [SQ001]","0021 [SQ002]","0021 [SQ003]","0021 [SQ004]","0021 [SQ005]","0021 [SQ006]","0021 [SQ007]","0021 [SQ008]","0021 [SQ009]","0022 [SQ001]","0022 [SQ002]","0022 [SQ003]","0022 [SQ004]","0022 [SQ005]","0022 [SQ006]","0022 [SQ007]","0022 [SQ008]","0022 [SQ009]","0023"
"116","2012-05-22 15:16:09","7","en","Female","30","Year 1","Yes","No","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","No","No","No","Bichevioral, group therapy, support, psychodynamic (unsure)","0","0","0","0","0","","I pay","I don't have it","I don't have it","I don't have it","I don't have it","I pay","Yes","15","Strongly Disagree","Strongly Disagree","Strongly Disagree","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","",""
"117","2012-05-22 16:07:32","7","en","Male","26","Year 1","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","No","No","No","","I do think that psychotherapy should constitue an essential part of the training in Psychiatry.","Yes","No","Uncertain","No","No","Psychodynamic Psychotherapy, Family and Marital Therapy, Counselling, Group Psychotherapy, Therapeutic Community","0","0","0","0","0","","It is FREE","I don't have it","It is FREE","I don't have it","I don't have it","I don't have it","Yes","10","Strongly Disagree","Disagree","Strongly Disagree","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",""
"118","2012-05-29 06:15:07","7","en","Female","27","Year 1","No","No","No","Yes","No","","","Yes","Yes","No","No","Yes","No","No","","Psychotherapy training is in my opinion an essential part of the psychiatric education. Even if you do not practise it later separately, it provides you with knowledge and technical skills you need to use in you everyday psychiatric practice.","No","No","No","No","No","Cognitive Behavioural Therapy, Family and Marital Therapy, Interpersonal Therapy, Counselling, Group Psychotherapy,","6","3","1","2","6","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","5","Neutral","Disagree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"119","2012-05-29 06:43:44","7","en","Female","33","Year 2","Yes","No","Yes","No","No","","Transactional analysis","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","Uncertain","No","No","Group, psychodynamic","6","5","1","0","0","","I pay","I pay","I pay","I pay","It is FREE","It is FREE","Yes","10","Disagree","Disagree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"120","2012-05-29 07:32:18","7","en","Female","49","Year 1","No","No","No","Yes","No","","","Yes","Yes","No","Yes","No","Yes","No","","very,very important...","Yes","No","Yes","Uncertain","Yes","I dont know,but I whant to learn cognitive behavioural therapy","0","0","0","0","0","","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Disagree","Neutral","Neutral","","Yes","No","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","","Yes","Yes","","Yes",""
"121","","4","en","Female","40","I have recently finished training (within last 5 years)","No","No","Yes","No","No","","cognitive behavioural therapy","Yes","Yes","No","Yes","Yes","No","No","","","Yes","No","No","No","No","psychodynamic psychotherapy, cognitive behavioural, counselling, group psychotherapy","0","7","5","0","0","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"122","","1","en","Female","30","Year 2","No","No","No","Yes","No","","","N/A","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"123","2012-05-29 11:08:55","7","en","Female","28","Year 3","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","No","No","No","Cognitive Behavioural Therapy, Group Psychotherapy,","0","0","0","0","0","","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Disagree","Disagree","Disagree","","","","","","","","","","","","","","","","","","","",""
"124","2012-05-29 14:14:53","7","en","Male","26","Year 1","No","No","No","Yes","No","","","Yes","Yes","Yes","No","Yes","No","No","","","Yes","Uncertain","Yes","No","Yes","Cognitive Behavioural, Group Psychotherapy.","0","0","0","0","0","","I don't have it","It is FREE","It is FREE","I don't have it","It is FREE","It is FREE","Yes","0","Agree","Disagree","Neutral","","","","","","","","","","","","","","","","","","","",""
"125","2012-05-30 11:29:20","7","en","Male","27","Year 1","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","No","No","No","","I think practicing psychiatry without the knowledge on psychotherapy is like limping on one leg. It is very important.","Yes","No","No","No","No","Counseling. Other modatities as well, but am not sure which ones.","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Strongly Disagree","Disagree","Disagree","","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain",""
"126","2012-05-30 11:53:16","7","en","Female","47","Year 5","No","Yes","No","No","No","","CBT","Yes","Yes","Yes","Yes","No","No","No","","","Yes","Yes","Yes","No","No","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy","0","0","0","0","0","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","0","Agree","Agree","Agree","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","",""
"127","","2","en","Female","32","Year 2","Yes","No","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","No","No","No","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"128","","0","en","N/A","","","N/A","No","No","No","No","","","N/A","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"129","2012-07-21 12:41:37","7","en","Female","49","Year 1","Yes","No","No","Yes","No","","","Yes","Yes","Yes","No","No","No","No","","","Yes","Uncertain","Uncertain","Uncertain","No","counselling, group psychotherapy","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","I pay","Yes","0","Disagree","Disagree","Disagree","","","","","","","","","","","","","","","","","","","",""
"130","2012-07-21 17:08:36","7","en","Female","31","Year 3","No","No","Yes","No","No","","CBT","Yes","Yes","No","Yes","Yes","No","No","","","Yes","No","Yes","Uncertain","Unsure","CBT","0","0","5","0","0","","State / 3rd party pays","I don't have it","I pay","I don't have it","I don't have it","I don't have it","Yes","1","Agree","Agree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"131","","0","en","N/A","","","N/A","No","No","No","No","","","N/A","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
